"Step","sleek-thunder-73 - tok per sec","sleek-thunder-73 - tok per sec__MIN","sleek-thunder-73 - tok per sec__MAX"
"15672","940708.7091645192","940708.7091645192","940708.7091645192"
"15674","929075.6244268558","929075.6244268558","929075.6244268558"
"15679","935221.528985303","935221.528985303","935221.528985303"
"15682","939030.7380536398","939030.7380536398","939030.7380536398"
"15683","939915.5745083279","939915.5745083279","939915.5745083279"
"15687","938248.6642220732","938248.6642220732","938248.6642220732"
"15688","940006.0326866802","940006.0326866802","940006.0326866802"
"15690","940070.3282708214","940070.3282708214","940070.3282708214"
"15691","339210.4237285506","339210.4237285506","339210.4237285506"
"15692","939124.6928713423","939124.6928713423","939124.6928713423"
"15693","939121.9427071513","939121.9427071513","939121.9427071513"
"15695","941135.6989767145","941135.6989767145","941135.6989767145"
"15697","940042.771943504","940042.771943504","940042.771943504"
"15699","938590.0888705477","938590.0888705477","938590.0888705477"
"15700","941417.9641701079","941417.9641701079","941417.9641701079"
"15703","941253.5574925999","941253.5574925999","941253.5574925999"
"15704","939020.6562145881","939020.6562145881","939020.6562145881"
"15706","939133.4018308789","939133.4018308789","939133.4018308789"
"15707","930996.9278493177","930996.9278493177","930996.9278493177"
"15710","934311.477376706","934311.477376706","934311.477376706"
"15712","940571.6760747688","940571.6760747688","940571.6760747688"
"15714","929683.4331755955","929683.4331755955","929683.4331755955"
"15715","936775.9758520902","936775.9758520902","936775.9758520902"
"15718","937498.0382279312","937498.0382279312","937498.0382279312"
"15719","938002.1325788284","938002.1325788284","938002.1325788284"
"15721","938878.6169508463","938878.6169508463","938878.6169508463"
"15722","939060.0682709521","939060.0682709521","939060.0682709521"
"15723","939326.415489709","939326.415489709","939326.415489709"
"15724","939898.127725633","939898.127725633","939898.127725633"
"15726","940502.7147916118","940502.7147916118","940502.7147916118"
"15727","938684.4134582736","938684.4134582736","938684.4134582736"
"15728","941941.961670166","941941.961670166","941941.961670166"
"15731","939440.1518848657","939440.1518848657","939440.1518848657"
"15733","939316.3273006508","939316.3273006508","939316.3273006508"
"15735","940798.8600804312","940798.8600804312","940798.8600804312"
"15736","942762.5405668397","942762.5405668397","942762.5405668397"
"15737","938669.7598513853","938669.7598513853","938669.7598513853"
"15738","940086.8628426979","940086.8628426979","940086.8628426979"
"15740","920489.1181471437","920489.1181471437","920489.1181471437"
"15741","930363.1084777528","930363.1084777528","930363.1084777528"
"15742","936801.5165924033","936801.5165924033","936801.5165924033"
"15743","937602.6515037299","937602.6515037299","937602.6515037299"
"15744","936702.0979802061","936702.0979802061","936702.0979802061"
"15745","939855.4317527957","939855.4317527957","939855.4317527957"
"15749","938162.2033093561","938162.2033093561","938162.2033093561"
"15750","937398.9284098599","937398.9284098599","937398.9284098599"
"15751","937773.0977939628","937773.0977939628","937773.0977939628"
"15753","937902.9161546936","937902.9161546936","937902.9161546936"
"15755","936735.8432166753","936735.8432166753","936735.8432166753"
"15756","936601.3327589539","936601.3327589539","936601.3327589539"
"15758","935848.3323353002","935848.3323353002","935848.3323353002"
"15759","938924.8895397322","938924.8895397322","938924.8895397322"
"15764","925320.3384416071","925320.3384416071","925320.3384416071"
"15765","922054.5833327742","922054.5833327742","922054.5833327742"
"15766","929953.9256209051","929953.9256209051","929953.9256209051"
"15767","936486.0037106185","936486.0037106185","936486.0037106185"
"15768","938249.1217296028","938249.1217296028","938249.1217296028"
"15769","934063.8361142772","934063.8361142772","934063.8361142772"
"15770","937869.543918858","937869.543918858","937869.543918858"
"15772","937583.9199001285","937583.9199001285","937583.9199001285"
"15774","939216.8326807148","939216.8326807148","939216.8326807148"
"15777","933137.933269189","933137.933269189","933137.933269189"
"15778","936333.3389820529","936333.3389820529","936333.3389820529"
"15779","936955.7027795876","936955.7027795876","936955.7027795876"
"15780","939444.7386075298","939444.7386075298","939444.7386075298"
"15781","936600.8768569971","936600.8768569971","936600.8768569971"
"15782","938018.1371938022","938018.1371938022","938018.1371938022"
"15783","936254.5196695913","936254.5196695913","936254.5196695913"
"15784","939510.7923803814","939510.7923803814","939510.7923803814"
"15786","938182.3303527328","938182.3303527328","938182.3303527328"
"15789","938882.7400657461","938882.7400657461","938882.7400657461"
"15791","938055.1785402448","938055.1785402448","938055.1785402448"
"15793","933653.2044148174","933653.2044148174","933653.2044148174"
"15794","935016.1130409344","935016.1130409344","935016.1130409344"
"15796","937234.0962842741","937234.0962842741","937234.0962842741"
"15799","936975.3218213541","936975.3218213541","936975.3218213541"
"15800","938271.0826157451","938271.0826157451","938271.0826157451"
"15801","938404.2424996733","938404.2424996733","938404.2424996733"
"15803","939668.1662168907","939668.1662168907","939668.1662168907"
"15805","923771.713408513","923771.713408513","923771.713408513"
"15807","930109.0130171588","930109.0130171588","930109.0130171588"
"15809","938081.7037709109","938081.7037709109","938081.7037709109"
"15813","942346.5343014674","942346.5343014674","942346.5343014674"
"15814","940752.4026037903","940752.4026037903","940752.4026037903"
"15816","919999.7076725718","919999.7076725718","919999.7076725718"
"15818","920079.3334461828","920079.3334461828","920079.3334461828"
"15819","927715.205524985","927715.205524985","927715.205524985"
"15821","939737.9230860147","939737.9230860147","939737.9230860147"
"15823","940203.5399644275","940203.5399644275","940203.5399644275"
"15824","939738.8410085898","939738.8410085898","939738.8410085898"
"15825","940186.0824897217","940186.0824897217","940186.0824897217"
"15827","940442.4968758554","940442.4968758554","940442.4968758554"
"15830","940344.6017633551","940344.6017633551","940344.6017633551"
"15832","920546.8078039632","920546.8078039632","920546.8078039632"
"15834","917448.8783117927","917448.8783117927","917448.8783117927"
"15836","924609.3525570917","924609.3525570917","924609.3525570917"
"15837","930299.6840449701","930299.6840449701","930299.6840449701"
"15838","939484.6449846345","939484.6449846345","939484.6449846345"
"15839","940433.3039794333","940433.3039794333","940433.3039794333"
"15840","941242.0465713299","941242.0465713299","941242.0465713299"
"15842","939903.6371659845","939903.6371659845","939903.6371659845"
"15843","940197.567597493","940197.567597493","940197.567597493"
"15845","940588.6880795745","940588.6880795745","940588.6880795745"
"15847","940749.1829486934","940749.1829486934","940749.1829486934"
"15849","942276.3896341756","942276.3896341756","942276.3896341756"
"15851","941581.9675266843","941581.9675266843","941581.9675266843"
"15853","937754.816404986","937754.816404986","937754.816404986"
"15854","939535.1061770255","939535.1061770255","939535.1061770255"
"15855","940107.9911976579","940107.9911976579","940107.9911976579"
"15856","936805.6214841405","936805.6214841405","936805.6214841405"
"15858","937818.3472970305","937818.3472970305","937818.3472970305"
"15859","938730.208928777","938730.208928777","938730.208928777"
"15860","937839.830913038","937839.830913038","937839.830913038"
"15862","939418.5948882694","939418.5948882694","939418.5948882694"
"15863","938448.6375272088","938448.6375272088","938448.6375272088"
"15866","940214.5660719591","940214.5660719591","940214.5660719591"
"15867","938540.6447189614","938540.6447189614","938540.6447189614"
"15871","936886.814512858","936886.814512858","936886.814512858"
"15873","937387.5115742049","937387.5115742049","937387.5115742049"
"15875","937776.7541572929","937776.7541572929","937776.7541572929"
"15876","937562.4480069776","937562.4480069776","937562.4480069776"
"15877","936803.7970833717","936803.7970833717","936803.7970833717"
"15879","939562.6327486088","939562.6327486088","939562.6327486088"
"15881","938770.5126392681","938770.5126392681","938770.5126392681"
"15882","940316.1103018901","940316.1103018901","940316.1103018901"
"15883","938086.7345873364","938086.7345873364","938086.7345873364"
"15884","940660.8810002322","940660.8810002322","940660.8810002322"
"15885","939184.7421380946","939184.7421380946","939184.7421380946"
"15891","938638.6224557692","938638.6224557692","938638.6224557692"
"15892","938512.7202316644","938512.7202316644","938512.7202316644"
"15894","937589.8591080413","937589.8591080413","937589.8591080413"
"15896","935991.7326690435","935991.7326690435","935991.7326690435"
"15897","937811.0339501916","937811.0339501916","937811.0339501916"
"15900","925534.8714176113","925534.8714176113","925534.8714176113"
"15901","929578.334058646","929578.334058646","929578.334058646"
"15902","925045.4188028682","925045.4188028682","925045.4188028682"
"15904","939467.2141960155","939467.2141960155","939467.2141960155"
"15909","311970.8385411828","311970.8385411828","311970.8385411828"
"15910","935042.9210633609","935042.9210633609","935042.9210633609"
"15912","939623.1968840463","939623.1968840463","939623.1968840463"
"15913","938432.6182184588","938432.6182184588","938432.6182184588"
"15915","935871.091359216","935871.091359216","935871.091359216"
"15917","938686.2451913039","938686.2451913039","938686.2451913039"
"15918","936781.9048283953","936781.9048283953","936781.9048283953"
"15921","939435.1065416655","939435.1065416655","939435.1065416655"
"15923","940850.8426961458","940850.8426961458","940850.8426961458"
"15925","938828.6843231844","938828.6843231844","938828.6843231844"
"15927","941595.3298677021","941595.3298677021","941595.3298677021"
"15928","937580.7218962648","937580.7218962648","937580.7218962648"
"15931","940292.6750713229","940292.6750713229","940292.6750713229"
"15933","939369.5220112706","939369.5220112706","939369.5220112706"
"15938","939551.6219264236","939551.6219264236","939551.6219264236"
"15941","935571.6711470876","935571.6711470876","935571.6711470876"
"15944","925891.1624051142","925891.1624051142","925891.1624051142"
"15949","939395.2043728376","939395.2043728376","939395.2043728376"
"15950","938620.7651757025","938620.7651757025","938620.7651757025"
"15951","940451.6899520034","940451.6899520034","940451.6899520034"
"15952","938233.1092315359","938233.1092315359","938233.1092315359"
"15954","938049.6907487694","938049.6907487694","938049.6907487694"
"15956","940006.9511331016","940006.9511331016","940006.9511331016"
"15957","938600.1614660568","938600.1614660568","938600.1614660568"
"15959","939879.3042917587","939879.3042917587","939879.3042917587"
"15960","939284.6884768629","939284.6884768629","939284.6884768629"
"15965","937637.8323918679","937637.8323918679","937637.8323918679"
"15966","940178.2727767123","940178.2727767123","940178.2727767123"
"15967","937639.2031292563","937639.2031292563","937639.2031292563"
"15968","938612.0657212962","938612.0657212962","938612.0657212962"
"15969","939336.9624645091","939336.9624645091","939336.9624645091"
"15973","935545.2876720588","935545.2876720588","935545.2876720588"
"15974","939466.7554997863","939466.7554997863","939466.7554997863"
"15975","937975.6118478235","937975.6118478235","937975.6118478235"
"15976","939672.7551663447","939672.7551663447","939672.7551663447"
"15977","937712.314930576","937712.314930576","937712.314930576"
"15978","937497.5814525925","937497.5814525925","937497.5814525925"
"15979","938445.891321153","938445.891321153","938445.891321153"
"15980","938253.6968294395","938253.6968294395","938253.6968294395"
"15982","937140.5193567728","937140.5193567728","937140.5193567728"
"15983","940469.1572918489","940469.1572918489","940469.1572918489"
"15986","935740.9246834089","935740.9246834089","935740.9246834089"
"15991","937096.2480058988","937096.2480058988","937096.2480058988"
"15993","936214.4317004341","936214.4317004341","936214.4317004341"
"15995","938508.6003660102","938508.6003660102","938508.6003660102"
"15996","938947.7984498772","938947.7984498772","938947.7984498772"
"15997","939859.563451603","939859.563451603","939859.563451603"
"15999","938046.94687711","938046.94687711","938046.94687711"
"16000","925817.6549366796","925817.6549366796","925817.6549366796"
"16001","911037.277079295","911037.277079295","911037.277079295"
"16003","936580.8176102833","936580.8176102833","936580.8176102833"
"16004","938002.5898459627","938002.5898459627","938002.5898459627"
"16006","937526.8159716385","937526.8159716385","937526.8159716385"
"16007","938498.5297355722","938498.5297355722","938498.5297355722"
"16008","938773.2607455561","938773.2607455561","938773.2607455561"
"16009","938723.7972939087","938723.7972939087","938723.7972939087"
"16011","937752.5312814804","937752.5312814804","937752.5312814804"
"16012","937624.582137067","937624.582137067","937624.582137067"
"16013","934522.9380891324","934522.9380891324","934522.9380891324"
"16015","938128.8126195122","938128.8126195122","938128.8126195122"
"16016","935746.8405649655","935746.8405649655","935746.8405649655"
"16017","935904.3215220819","935904.3215220819","935904.3215220819"
"16019","936329.2382281551","936329.2382281551","936329.2382281551"
"16020","938036.8861516921","938036.8861516921","938036.8861516921"
"16021","938526.9111568958","938526.9111568958","938526.9111568958"
"16022","938185.9899079486","938185.9899079486","938185.9899079486"
"16024","937368.7885657441","937368.7885657441","937368.7885657441"
"16025","938856.1695161206","938856.1695161206","938856.1695161206"
"16027","938773.2607455561","938773.2607455561","938773.2607455561"
"16030","937335.4543288085","937335.4543288085","937335.4543288085"
"16031","937988.872025864","937988.872025864","937988.872025864"
"16035","937550.5703609248","937550.5703609248","937550.5703609248"
"16037","936281.8543442338","936281.8543442338","936281.8543442338"
"16038","941306.9718514706","941306.9718514706","941306.9718514706"
"16046","939560.3388060379","939560.3388060379","939560.3388060379"
"16047","939825.1337381505","939825.1337381505","939825.1337381505"
"16048","939272.3086477306","939272.3086477306","939272.3086477306"
"16049","937904.2876672465","937904.2876672465","937904.2876672465"
"16053","15695.70593363316","15695.70593363316","15695.70593363316"
"16054","18413.595715621585","18413.595715621585","18413.595715621585"
"16057","653684.7101677664","653684.7101677664","653684.7101677664"
"16061","664424.6575037396","664424.6575037396","664424.6575037396"
"16062","679167.2929437766","679167.2929437766","679167.2929437766"
"16063","911190.9371170262","911190.9371170262","911190.9371170262"
"16064","910959.4242300217","910959.4242300217","910959.4242300217"
"16067","907457.3534845334","907457.3534845334","907457.3534845334"
"16068","907989.9194029489","907989.9194029489","907989.9194029489"
"16071","908384.0005287491","908384.0005287491","908384.0005287491"
"16072","905204.6268620508","905204.6268620508","905204.6268620508"
"16073","896652.3926863732","896652.3926863732","896652.3926863732"
"16074","909047.4086781485","909047.4086781485","909047.4086781485"
"16076","909266.9220345973","909266.9220345973","909266.9220345973"
"16078","911857.9488590908","911857.9488590908","911857.9488590908"
"16079","906767.3469694746","906767.3469694746","906767.3469694746"
"16080","902605.2777504748","902605.2777504748","902605.2777504748"
"16081","912191.8210646191","912191.8210646191","912191.8210646191"
"16083","908786.9367848044","908786.9367848044","908786.9367848044"
"16084","907840.4780906845","907840.4780906845","907840.4780906845"
"16085","910371.1060424156","910371.1060424156","910371.1060424156"
"16087","910031.0329654807","910031.0329654807","910031.0329654807"
"16089","904042.5591185781","904042.5591185781","904042.5591185781"
"16090","899548.0853826687","899548.0853826687","899548.0853826687"
"16091","907210.766424233","907210.766424233","907210.766424233"
"16092","579005.8378000363","579005.8378000363","579005.8378000363"
"16093","905887.7780259243","905887.7780259243","905887.7780259243"
"16094","909653.0816266085","909653.0816266085","909653.0816266085"
"16095","907480.3218551194","907480.3218551194","907480.3218551194"
"16096","909545.2248423857","909545.2248423857","909545.2248423857"
"16097","905064.0475451992","905064.0475451992","905064.0475451992"
"16099","907927.9377710543","907927.9377710543","907927.9377710543"
"16100","906829.6688458574","906829.6688458574","906829.6688458574"
"16102","907466.3409693404","907466.3409693404","907466.3409693404"
"16108","906863.0768982064","906863.0768982064","906863.0768982064"
"16109","906358.2296863596","906358.2296863596","906358.2296863596"
"16110","906933.8901616654","906933.8901616654","906933.8901616654"
"16111","905951.4719813061","905951.4719813061","905951.4719813061"
"16113","905726.095324707","905726.095324707","905726.095324707"
"16114","910932.2543458341","910932.2543458341","910932.2543458341"
"16116","904632.6474254512","904632.6474254512","904632.6474254512"
"16117","904254.208110322","904254.208110322","904254.208110322"
"16118","909720.3169350981","909720.3169350981","909720.3169350981"
"16119","905096.8289232795","905096.8289232795","905096.8289232795"
"16128","908962.2379794219","908962.2379794219","908962.2379794219"
"16131","908093.4075973454","908093.4075973454","908093.4075973454"
"16132","905758.4272476493","905758.4272476493","905758.4272476493"
"16134","908336.9728831856","908336.9728831856","908336.9728831856"
"16135","908618.2106616687","908618.2106616687","908618.2106616687"
"16137","904869.8914079829","904869.8914079829","904869.8914079829"
"16138","907856.9691984191","907856.9691984191","907856.9691984191"
"16140","903648.7692118874","903648.7692118874","903648.7692118874"
"16142","908103.4077064499","908103.4077064499","908103.4077064499"
"16143","908000.9170280097","908000.9170280097","908000.9170280097"
"16146","904322.6310830372","904322.6310830372","904322.6310830372"
"16147","907294.6109520042","907294.6109520042","907294.6109520042"
"16148","906219.2836061349","906219.2836061349","906219.2836061349"
"16149","905660.4437532742","905660.4437532742","905660.4437532742"
"16150","905902.207902976","905902.207902976","905902.207902976"
"16152","908134.4094443879","908134.4094443879","908134.4094443879"
"16153","908618.2106616687","908618.2106616687","908618.2106616687"
"16159","905854.4417919498","905854.4417919498","905854.4417919498"
"16160","910188.730977712","910188.730977712","910188.730977712"
"16163","906721.9820312337","906721.9820312337","906721.9820312337"
"16164","906825.1813845618","906825.1813845618","906825.1813845618"
"16169","907479.8225303522","907479.8225303522","907479.8225303522"
"16170","909817.6752185222","909817.6752185222","909817.6752185222"
"16172","907798.5034288743","907798.5034288743","907798.5034288743"
"16173","906169.4925141878","906169.4925141878","906169.4925141878"
"16174","908997.3063342264","908997.3063342264","908997.3063342264"
"16175","904594.9380867053","904594.9380867053","904594.9380867053"
"16176","904724.9493342929","904724.9493342929","904724.9493342929"
"16177","906856.5945463263","906856.5945463263","906856.5945463263"
"16181","901062.7656797195","901062.7656797195","901062.7656797195"
"16183","906336.3142130496","906336.3142130496","906336.3142130496"
"16184","907052.1031308847","907052.1031308847","907052.1031308847"
"16185","904974.6558548236","904974.6558548236","904974.6558548236"
"16188","903104.4680618984","903104.4680618984","903104.4680618984"
"16193","909563.2828001844","909563.2828001844","909563.2828001844"
"16194","907724.5575155827","907724.5575155827","907724.5575155827"
"16197","907833.4820441601","907833.4820441601","907833.4820441601"
"16198","900958.4127697931","900958.4127697931","900958.4127697931"
"16199","906124.6852092677","906124.6852092677","906124.6852092677"
"16200","905469.5114683356","905469.5114683356","905469.5114683356"
"16201","906619.3045417066","906619.3045417066","906619.3045417066"
"16202","907757.0322776659","907757.0322776659","907757.0322776659"
"16204","906433.447666491","906433.447666491","906433.447666491"
"16206","896003.0519271536","896003.0519271536","896003.0519271536"
"16207","906107.759158363","906107.759158363","906107.759158363"
"16208","909799.1052779651","909799.1052779651","909799.1052779651"
"16209","910127.9555262959","910127.9555262959","910127.9555262959"
"16210","905904.6958592752","905904.6958592752","905904.6958592752"
"16212","906942.3685471258","906942.3685471258","906942.3685471258"
"16214","899948.6210286453","899948.6210286453","899948.6210286453"
"16215","903846.8596080495","903846.8596080495","903846.8596080495"
"16217","903337.4476250568","903337.4476250568","903337.4476250568"
"16219","905123.6518171431","905123.6518171431","905123.6518171431"
"16220","906820.1953685442","906820.1953685442","906820.1953685442"
"16223","902740.6471004228","902740.6471004228","902740.6471004228"
"16224","904504.6469214262","904504.6469214262","904504.6469214262"
"16225","904141.1841418849","904141.1841418849","904141.1841418849"
"16226","902050.8849571171","902050.8849571171","902050.8849571171"
"16227","906729.957955224","906729.957955224","906729.957955224"
"16228","904252.7207693838","904252.7207693838","904252.7207693838"
"16229","897612.2930977243","897612.2930977243","897612.2930977243"
"16230","911508.2001234675","911508.2001234675","911508.2001234675"
"16232","905136.0703619573","905136.0703619573","905136.0703619573"
"16234","905089.8750991925","905089.8750991925","905089.8750991925"
"16237","905557.5093157368","905557.5093157368","905557.5093157368"
"16239","905650.4973757417","905650.4973757417","905650.4973757417"
"16240","905089.3784015607","905089.3784015607","905089.3784015607"
"16241","909154.6462528672","909154.6462528672","909154.6462528672"
"16242","907108.4771265879","907108.4771265879","907108.4771265879"
"16243","909397.2769175714","909397.2769175714","909397.2769175714"
"16246","903180.1361417735","903180.1361417735","903180.1361417735"
"16247","904845.0692645609","904845.0692645609","904845.0692645609"
"16250","907744.0420940004","907744.0420940004","907744.0420940004"
"16252","904830.673045356","904830.673045356","904830.673045356"
"16253","904858.9694970974","904858.9694970974","904858.9694970974"
"16254","906078.8867661965","906078.8867661965","906078.8867661965"
"16255","910407.2882950765","910407.2882950765","910407.2882950765"
"16257","905170.3473139076","905170.3473139076","905170.3473139076"
"16258","905736.5407704816","905736.5407704816","905736.5407704816"
"16261","909663.6178465923","909663.6178465923","909663.6178465923"
"16262","904403.4628615862","904403.4628615862","904403.4628615862"
"16267","909211.2819090231","909211.2819090231","909211.2819090231"
"16268","906747.9042972551","906747.9042972551","906747.9042972551"
"16270","907218.251912743","907218.251912743","907218.251912743"
"16271","906519.1416364497","906519.1416364497","906519.1416364497"
"16272","905534.1409878549","905534.1409878549","905534.1409878549"
"16273","906968.3034161149","906968.3034161149","906968.3034161149"
"16279","909706.7687226346","909706.7687226346","909706.7687226346"
"16280","904737.853252167","904737.853252167","904737.853252167"
"16281","910353.0159945553","910353.0159945553","910353.0159945553"
"16287","903215.749037648","903215.749037648","903215.749037648"
"16288","901651.4338328515","901651.4338328515","901651.4338328515"
"16289","906815.7080010073","906815.7080010073","906815.7080010073"
"16291","906057.482559711","906057.482559711","906057.482559711"
"16292","905351.7106198815","905351.7106198815","905351.7106198815"
"16294","907339.5340386952","907339.5340386952","907339.5340386952"
"16295","905410.3586874831","905410.3586874831","905410.3586874831"
"16297","903872.1223761679","903872.1223761679","903872.1223761679"
"16302","907236.2175891673","907236.2175891673","907236.2175891673"
"16305","904934.4353548671","904934.4353548671","904934.4353548671"
"16307","897496.5276837406","897496.5276837406","897496.5276837406"
"16308","904732.8901632698","904732.8901632698","904732.8901632698"
"16309","907946.9312428433","907946.9312428433","907946.9312428433"
"16310","905466.0316790349","905466.0316790349","905466.0316790349"
"16313","906234.7199556902","906234.7199556902","906234.7199556902"
"16315","910098.3241587784","910098.3241587784","910098.3241587784"
"16316","903974.1785193781","903974.1785193781","903974.1785193781"
"16317","904875.8489250513","904875.8489250513","904875.8489250513"
"16318","907440.3776100499","907440.3776100499","907440.3776100499"
"16320","907599.1767797946","907599.1767797946","907599.1767797946"
"16321","901750.5238840391","901750.5238840391","901750.5238840391"
"16322","892143.5624153102","892143.5624153102","892143.5624153102"
"16323","905864.8901983077","905864.8901983077","905864.8901983077"
"16328","898933.250811307","898933.250811307","898933.250811307"
"16329","896217.2839531935","896217.2839531935","896217.2839531935"
"16330","906200.3623466399","906200.3623466399","906200.3623466399"
"16332","905355.6865199632","905355.6865199632","905355.6865199632"
"16334","908162.9129097909","908162.9129097909","908162.9129097909"
"16337","906385.6255184493","906385.6255184493","906385.6255184493"
"16341","905003.4579156579","905003.4579156579","905003.4579156579"
"16342","902908.6801298138","902908.6801298138","902908.6801298138"
"16344","905532.6494334064","905532.6494334064","905532.6494334064"
"16345","909273.940191716","909273.940191716","909273.940191716"
"16346","906214.3042507141","906214.3042507141","906214.3042507141"
"16347","904249.7461021862","904249.7461021862","904249.7461021862"
"16349","901854.0740701855","901854.0740701855","901854.0740701855"
"16351","909020.8537479868","909020.8537479868","909020.8537479868"
"16352","908678.7846416866","908678.7846416866","908678.7846416866"
"16353","906814.7108142525","906814.7108142525","906814.7108142525"
"16355","903492.8341266603","903492.8341266603","903492.8341266603"
"16356","907733.5502939887","907733.5502939887","907733.5502939887"
"16358","903984.5835954226","903984.5835954226","903984.5835954226"
"16360","905708.1894067448","905708.1894067448","905708.1894067448"
"16361","907781.5147882747","907781.5147882747","907781.5147882747"
"16364","906231.2342824049","906231.2342824049","906231.2342824049"
"16365","907224.7394360387","907224.7394360387","907224.7394360387"
"16366","905823.5955222553","905823.5955222553","905823.5955222553"
"16368","907034.1447455547","907034.1447455547","907034.1447455547"
"16369","904377.1785507087","904377.1785507087","904377.1785507087"
"16370","908160.9126082293","908160.9126082293","908160.9126082293"
"16372","907362.4964454103","907362.4964454103","907362.4964454103"
"16374","905761.4118492166","905761.4118492166","905761.4118492166"
"16375","904245.7799096997","904245.7799096997","904245.7799096997"
"16377","906485.2606884983","906485.2606884983","906485.2606884983"
"16380","902340.5849895446","902340.5849895446","902340.5849895446"
"16383","907186.813691074","907186.813691074","907186.813691074"
"16385","905008.4239735116","905008.4239735116","905008.4239735116"
"16386","902422.0503621962","902422.0503621962","902422.0503621962"
"16387","899500.9869803484","899500.9869803484","899500.9869803484"
"16390","905841.5060037283","905841.5060037283","905841.5060037283"
"16391","902894.3454606669","902894.3454606669","902894.3454606669"
"16393","906105.7678998292","906105.7678998292","906105.7678998292"
"16395","905751.4632538169","905751.4632538169","905751.4632538169"
"16396","904370.731688914","904370.731688914","904370.731688914"
"16398","898683.4388242397","898683.4388242397","898683.4388242397"
"16399","902858.2636531747","902858.2636531747","902858.2636531747"
"16400","903753.7463061152","903753.7463061152","903753.7463061152"
"16403","904288.9141212878","904288.9141212878","904288.9141212878"
"16406","905800.7109377059","905800.7109377059","905800.7109377059"
"16411","901016.000773579","901016.000773579","901016.000773579"
"16412","906497.7166249675","906497.7166249675","906497.7166249675"
"16414","906083.8646335735","906083.8646335735","906083.8646335735"
"16415","904901.6657388676","904901.6657388676","904901.6657388676"
"16416","901481.8973985888","901481.8973985888","901481.8973985888"
"16417","904660.9314927831","904660.9314927831","904660.9314927831"
"16420","353123.2512183346","353123.2512183346","353123.2512183346"
"16421","902273.4488304078","902273.4488304078","902273.4488304078"
"16423","902842.4478795675","902842.4478795675","902842.4478795675"
"16426","903069.3584231648","903069.3584231648","903069.3584231648"
"16429","907679.596296123","907679.596296123","907679.596296123"
"16433","903212.7811890574","903212.7811890574","903212.7811890574"
"16434","905043.6845515054","905043.6845515054","905043.6845515054"
"16435","903666.5937918474","903666.5937918474","903666.5937918474"
"16438","905400.9148413362","905400.9148413362","905400.9148413362"
"16440","903672.5354747649","903672.5354747649","903672.5354747649"
"16443","907060.0848637376","907060.0848637376","907060.0848637376"
"16449","906076.8956345603","906076.8956345603","906076.8956345603"
"16451","905152.4633629111","905152.4633629111","905152.4633629111"
"16453","890929.0908778578","890929.0908778578","890929.0908778578"
"16454","905769.3708828914","905769.3708828914","905769.3708828914"
"16457","904075.7621257519","904075.7621257519","904075.7621257519"
"16458","906582.924409621","906582.924409621","906582.924409621"
"16460","906627.2786593987","906627.2786593987","906627.2786593987"
"16461","909793.0827573348","909793.0827573348","909793.0827573348"
"16467","904585.0150990193","904585.0150990193","904585.0150990193"
"16469","904140.6884849574","904140.6884849574","904140.6884849574"
"16470","905082.9213819565","905082.9213819565","905082.9213819565"
"16471","902745.0942276925","902745.0942276925","902745.0942276925"
"16472","905937.0405347951","905937.0405347951","905937.0405347951"
"16475","903887.9742458363","903887.9742458363","903887.9742458363"
"16477","902040.0309914541","902040.0309914541","902040.0309914541"
"16480","907450.363341649","907450.363341649","907450.363341649"
"16483","904969.1936018243","904969.1936018243","904969.1936018243"
"16484","903240.4818677452","903240.4818677452","903240.4818677452"
"16486","902696.178237439","902696.178237439","902696.178237439"
"16487","901176.0060848203","901176.0060848203","901176.0060848203"
"16488","906551.530204323","906551.530204323","906551.530204323"
"16489","907097.5011090755","907097.5011090755","907097.5011090755"
"16490","903146.504318684","903146.504318684","903146.504318684"
"16494","904732.8901632698","904732.8901632698","904732.8901632698"
"16495","908750.3824860569","908750.3824860569","908750.3824860569"
"16497","904774.085450805","904774.085450805","904774.085450805"
"16498","905911.1646096095","905911.1646096095","905911.1646096095"
"16499","907069.0644811075","907069.0644811075","907069.0644811075"
"16500","904954.2968833249","904954.2968833249","904954.2968833249"
"16501","908264.4397864356","908264.4397864356","908264.4397864356"
"16504","903570.052394182","903570.052394182","903570.052394182"
"16506","905661.4384030435","905661.4384030435","905661.4384030435"
"16508","904526.9699826912","904526.9699826912","904526.9699826912"
"16512","904445.6201352116","904445.6201352116","904445.6201352116"
"16513","903932.5606103871","903932.5606103871","903932.5606103871"
"16514","905771.3606631653","905771.3606631653","905771.3606631653"
"16515","906832.1618991012","906832.1618991012","906832.1618991012"
"16516","904194.2225733395","904194.2225733395","904194.2225733395"
"16517","904064.8593768501","904064.8593768501","904064.8593768501"
"16518","904274.5355935252","904274.5355935252","904274.5355935252"
"16519","906146.5904491483","906146.5904491483","906146.5904491483"
"16520","906990.7482499677","906990.7482499677","906990.7482499677"
"16523","907543.7405671201","907543.7405671201","907543.7405671201"
"16524","907745.5409423722","907745.5409423722","907745.5409423722"
"16525","909663.1161162966","909663.1161162966","909663.1161162966"
"16526","906430.4586343974","906430.4586343974","906430.4586343974"
"16528","906271.5701419577","906271.5701419577","906271.5701419577"
"16529","907295.1100729734","907295.1100729734","907295.1100729734"
"16531","905073.9810453693","905073.9810453693","905073.9810453693"
"16532","904003.4124371576","904003.4124371576","904003.4124371576"
