"Step","denim-lake-75 - tok per sec","denim-lake-75 - tok per sec__MIN","denim-lake-75 - tok per sec__MAX"
"2675","1005669.9762807343","1005669.9762807343","1005669.9762807343"
"2679","999883.7793624819","999883.7793624819","999883.7793624819"
"2683","999060.3875002272","999060.3875002272","999060.3875002272"
"2684","1001614.4078990383","1001614.4078990383","1001614.4078990383"
"2685","1001761.9831972849","1001761.9831972849","1001761.9831972849"
"2692","1003944.1739676696","1003944.1739676696","1003944.1739676696"
"2694","997894.5955476726","997894.5955476726","997894.5955476726"
"2705","996490.4582411925","996490.4582411925","996490.4582411925"
"2708","998859.6773615484","998859.6773615484","998859.6773615484"
"2710","998332.6140111935","998332.6140111935","998332.6140111935"
"2714","999538.8902985039","999538.8902985039","999538.8902985039"
"2716","1001669.1569112814","1001669.1569112814","1001669.1569112814"
"2719","999195.2768262887","999195.2768262887","999195.2768262887"
"2720","999518.6406575962","999518.6406575962","999518.6406575962"
"2721","999581.9884194394","999581.9884194394","999581.9884194394"
"2722","999586.6619330151","999586.6619330151","999586.6619330151"
"2724","1002455.0732471517","1002455.0732471517","1002455.0732471517"
"2725","1000252.8247511643","1000252.8247511643","1000252.8247511643"
"2726","1002849.539426626","1002849.539426626","1002849.539426626"
"2727","1002244.6441300195","1002244.6441300195","1002244.6441300195"
"2728","1002319.8245385197","1002319.8245385197","1002319.8245385197"
"2729","1004273.2401273932","1004273.2401273932","1004273.2401273932"
"2735","998663.7127387477","998663.7127387477","998663.7127387477"
"2736","998745.0961157252","998745.0961157252","998745.0961157252"
"2738","999103.4443659807","999103.4443659807","999103.4443659807"
"2739","999762.2099768108","999762.2099768108","999762.2099768108"
"2741","1001477.8221730427","1001477.8221730427","1001477.8221730427"
"2742","1001970.122616465","1001970.122616465","1001970.122616465"
"2745","1000888.1163439341","1000888.1163439341","1000888.1163439341"
"2746","1000765.7821210367","1000765.7821210367","1000765.7821210367"
"2747","1002479.0980703735","1002479.0980703735","1002479.0980703735"
"2749","1000924.5621067351","1000924.5621067351","1000924.5621067351"
"2750","1003511.6858598987","1003511.6858598987","1003511.6858598987"
"2751","996894.1883013668","996894.1883013668","996894.1883013668"
"2753","1002524.5394716824","1002524.5394716824","1002524.5394716824"
"2755","1004167.894526498","1004167.894526498","1004167.894526498"
"2757","1002169.9969676752","1002169.9969676752","1002169.9969676752"
"2758","1003751.9691969495","1003751.9691969495","1003751.9691969495"
"2759","1003412.7790963814","1003412.7790963814","1003412.7790963814"
"2765","1002372.561971795","1002372.561971795","1002372.561971795"
"2766","1003838.8973881814","1003838.8973881814","1003838.8973881814"
"2770","1002924.2878592259","1002924.2878592259","1002924.2878592259"
"2773","1003822.1389750415","1003822.1389750415","1003822.1389750415"
"2776","1002303.6389145725","1002303.6389145725","1002303.6389145725"
"2777","1002523.4947955038","1002523.4947955038","1002523.4947955038"
"2778","1005289.0450621779","1005289.0450621779","1005289.0450621779"
"2780","1004249.6533711064","1004249.6533711064","1004249.6533711064"
"2781","1000038.6413016983","1000038.6413016983","1000038.6413016983"
"2785","1001369.4142264902","1001369.4142264902","1001369.4142264902"
"2786","1003335.341907622","1003335.341907622","1003335.341907622"
"2791","1002955.1313688573","1002955.1313688573","1002955.1313688573"
"2794","1002705.8237528485","1002705.8237528485","1002705.8237528485"
"2796","1001589.9031373318","1001589.9031373318","1001589.9031373318"
"2798","1002190.8761726284","1002190.8761726284","1002190.8761726284"
"2799","1001122.9777350212","1001122.9777350212","1001122.9777350212"
"2804","999886.3773215462","999886.3773215462","999886.3773215462"
"2808","999444.3989933592","999444.3989933592","999444.3989933592"
"2810","1001716.0894000517","1001716.0894000517","1001716.0894000517"
"2811","1002924.8106147714","1002924.8106147714","1002924.8106147714"
"2813","1002991.7278240372","1002991.7278240372","1002991.7278240372"
"2814","1002797.2744152789","1002797.2744152789","1002797.2744152789"
"2815","1001547.1530195355","1001547.1530195355","1001547.1530195355"
"2819","1001350.1325793591","1001350.1325793591","1001350.1325793591"
"2820","1001849.6103068166","1001849.6103068166","1001849.6103068166"
"2822","1002652.5287748397","1002652.5287748397","1002652.5287748397"
"2823","1003292.4426646561","1003292.4426646561","1003292.4426646561"
"2824","999210.8433232156","999210.8433232156","999210.8433232156"
"2825","1000115.5704297937","1000115.5704297937","1000115.5704297937"
"2830","1002414.8603591542","1002414.8603591542","1002414.8603591542"
"2831","1003878.7008620496","1003878.7008620496","1003878.7008620496"
"2832","1003210.3165442119","1003210.3165442119","1003210.3165442119"
"2833","358512.1952216021","358512.1952216021","358512.1952216021"
"2834","1003988.7005579439","1003988.7005579439","1003988.7005579439"
"2835","1000552.9398163989","1000552.9398163989","1000552.9398163989"
"2837","1001459.057579546","1001459.057579546","1001459.057579546"
"2839","1002370.4732550356","1002370.4732550356","1002370.4732550356"
"2841","1002775.847335262","1002775.847335262","1002775.847335262"
"2842","999398.1982107761","999398.1982107761","999398.1982107761"
"2843","1000915.7107488875","1000915.7107488875","1000915.7107488875"
"2847","999843.7724976435","999843.7724976435","999843.7724976435"
"2849","1001149.0223706604","1001149.0223706604","1001149.0223706604"
"2850","1000762.6590855779","1000762.6590855779","1000762.6590855779"
"2852","998462.1257064338","998462.1257064338","998462.1257064338"
"2854","999229.5237597689","999229.5237597689","999229.5237597689"
"2855","998893.9012934803","998893.9012934803","998893.9012934803"
"2860","1001760.9401097377","1001760.9401097377","1001760.9401097377"
"2861","1003071.7265178263","1003071.7265178263","1003071.7265178263"
"2862","1002727.2478404429","1002727.2478404429","1002727.2478404429"
"2864","1003222.3469187394","1003222.3469187394","1003222.3469187394"
"2869","1002520.3607800312","1002520.3607800312","1002520.3607800312"
"2873","1002351.67519591","1002351.67519591","1002351.67519591"
"2875","1002599.7618786591","1002599.7618786591","1002599.7618786591"
"2879","1003098.3955850322","1003098.3955850322","1003098.3955850322"
"2880","1004273.2401273932","1004273.2401273932","1004273.2401273932"
"2883","1000868.3326127349","1000868.3326127349","1000868.3326127349"
"2884","1000711.6522654473","1000711.6522654473","1000711.6522654473"
"2887","1003754.0636751421","1003754.0636751421","1003754.0636751421"
"2890","1001262.5928182008","1001262.5928182008","1001262.5928182008"
"2892","1003603.2835836153","1003603.2835836153","1003603.2835836153"
"2893","1003295.5815092617","1003295.5815092617","1003295.5815092617"
"2895","1001765.1124729598","1001765.1124729598","1001765.1124729598"
"2897","1001959.1657539147","1001959.1657539147","1001959.1657539147"
"2905","998451.7635342523","998451.7635342523","998451.7635342523"
"2906","996992.3306862873","996992.3306862873","996992.3306862873"
"2907","994395.5000325583","994395.5000325583","994395.5000325583"
"2909","995078.4307743546","995078.4307743546","995078.4307743546"
"2911","994913.7833795764","994913.7833795764","994913.7833795764"
"2913","994292.7302270061","994292.7302270061","994292.7302270061"
"2914","995279.6832973753","995279.6832973753","995279.6832973753"
"2918","998941.0926821671","998941.0926821671","998941.0926821671"
"2923","997650.9007256791","997650.9007256791","997650.9007256791"
"2924","996061.2731269095","996061.2731269095","996061.2731269095"
"2929","1001789.1042359879","1001789.1042359879","1001789.1042359879"
"2930","1001202.6785913872","1001202.6785913872","1001202.6785913872"
"2933","997937.551984781","997937.551984781","997937.551984781"
"2934","998942.6485181566","998942.6485181566","998942.6485181566"
"2938","1000193.0313061721","1000193.0313061721","1000193.0313061721"
"2939","992988.886800077","992988.886800077","992988.886800077"
"2940","991109.2005525893","991109.2005525893","991109.2005525893"
"2941","990653.013750708","990653.013750708","990653.013750708"
"2942","998381.3064669363","998381.3064669363","998381.3064669363"
"2943","999553.4290082364","999553.4290082364","999553.4290082364"
"2944","997094.1092502512","997094.1092502512","997094.1092502512"
"2947","998926.5717799641","998926.5717799641","998926.5717799641"
"2954","1001884.039437092","1001884.039437092","1001884.039437092"
"2955","999545.1211223151","999545.1211223151","999545.1211223151"
"2956","999188.5314949099","999188.5314949099","999188.5314949099"
"2957","999988.2279551474","999988.2279551474","999988.2279551474"
"2958","1001742.6864292861","1001742.6864292861","1001742.6864292861"
"2959","1001183.9243070551","1001183.9243070551","1001183.9243070551"
"2963","1002039.5216445539","1002039.5216445539","1002039.5216445539"
"2964","1000566.9877398203","1000566.9877398203","1000566.9877398203"
"2965","1001496.066202009","1001496.066202009","1001496.066202009"
"2966","999054.6814471283","999054.6814471283","999054.6814471283"
"2968","1003185.733632598","1003185.733632598","1003185.733632598"
"2971","998265.2812067929","998265.2812067929","998265.2812067929"
"2977","995897.8467188835","995897.8467188835","995897.8467188835"
"2983","998126.5006989989","998126.5006989989","998126.5006989989"
"2984","996926.2115873038","996926.2115873038","996926.2115873038"
"2986","1000235.1459448051","1000235.1459448051","1000235.1459448051"
"2987","995881.3523958091","995881.3523958091","995881.3523958091"
"2989","998383.896624223","998383.896624223","998383.896624223"
"2990","997519.0136961872","997519.0136961872","997519.0136961872"
"2993","998462.1257064338","998462.1257064338","998462.1257064338"
"2994","998551.2492665822","998551.2492665822","998551.2492665822"
"2995","996533.8099871662","996533.8099871662","996533.8099871662"
"2996","997508.1539654693","997508.1539654693","997508.1539654693"
"2999","999806.8858877318","999806.8858877318","999806.8858877318"
"3000","1001406.4162236402","1001406.4162236402","1001406.4162236402"
"3002","1002862.0838400254","1002862.0838400254","1002862.0838400254"
"3005","999572.6415233916","999572.6415233916","999572.6415233916"
"3009","997480.7471250723","997480.7471250723","997480.7471250723"
"3010","996812.0734704831","996812.0734704831","996812.0734704831"
"3013","1000849.5908519686","1000849.5908519686","1000849.5908519686"
"3014","1000009.5360690849","1000009.5360690849","1000009.5360690849"
"3016","1001494.5024020519","1001494.5024020519","1001494.5024020519"
"3017","1001202.1576295572","1001202.1576295572","1001202.1576295572"
"3018","1001569.0489654271","1001569.0489654271","1001569.0489654271"
"3020","1000394.7978242537","1000394.7978242537","1000394.7978242537"
"3021","1002139.2017282991","1002139.2017282991","1002139.2017282991"
"3023","1001617.5362527966","1001617.5362527966","1001617.5362527966"
"3024","1000816.2738991852","1000816.2738991852","1000816.2738991852"
"3026","1001455.9302156611","1001455.9302156611","1001455.9302156611"
"3027","999690.0096781802","999690.0096781802","999690.0096781802"
"3028","999103.9631460259","999103.9631460259","999103.9631460259"
"3029","997035.2094771297","997035.2094771297","997035.2094771297"
"3034","998479.7418927649","998479.7418927649","998479.7418927649"
"3037","999423.6340682143","999423.6340682143","999423.6340682143"
"3039","1001578.4332353172","1001578.4332353172","1001578.4332353172"
"3040","1003758.25265775","1003758.25265775","1003758.25265775"
"3042","1001678.0216000441","1001678.0216000441","1001678.0216000441"
"3043","1003115.6527959737","1003115.6527959737","1003115.6527959737"
"3045","1003088.4598844451","1003088.4598844451","1003088.4598844451"
"3047","1003483.424795016","1003483.424795016","1003483.424795016"
"3048","1000055.793392854","1000055.793392854","1000055.793392854"
"3049","1003345.282499622","1003345.282499622","1003345.282499622"
"3050","1003469.2948594858","1003469.2948594858","1003469.2948594858"
"3054","1000491.0295949306","1000491.0295949306","1000491.0295949306"
"3055","1000089.5795356795","1000089.5795356795","1000089.5795356795"
"3058","1000450.4539424598","1000450.4539424598","1000450.4539424598"
"3059","1002138.1578550447","1002138.1578550447","1002138.1578550447"
"3061","1001835.0047239929","1001835.0047239929","1001835.0047239929"
"3064","1000560.7441696","1000560.7441696","1000560.7441696"
"3065","998373.5360757129","998373.5360757129","998373.5360757129"
"3066","1001104.7472963369","1001104.7472963369","1001104.7472963369"
"3068","1000951.117119601","1000951.117119601","1000951.117119601"
"3073","999852.0853489086","999852.0853489086","999852.0853489086"
"3075","1003611.6590669516","1003611.6590669516","1003611.6590669516"
"3077","1002707.3913379713","1002707.3913379713","1002707.3913379713"
"3079","1003447.8390516152","1003447.8390516152","1003447.8390516152"
"3080","1000133.2450094575","1000133.2450094575","1000133.2450094575"
"3082","1001055.788832724","1001055.788832724","1001055.788832724"
"3084","1000872.4975437822","1000872.4975437822","1000872.4975437822"
"3087","1000627.8666332456","1000627.8666332456","1000627.8666332456"
"3090","1002777.9377417833","1002777.9377417833","1002777.9377417833"
"3091","1003163.7669436629","1003163.7669436629","1003163.7669436629"
"3094","1004399.0548755088","1004399.0548755088","1004399.0548755088"
"3095","1003044.53598776","1003044.53598776","1003044.53598776"
"3096","1004002.8451249534","1004002.8451249534","1004002.8451249534"
"3097","1003288.7807041054","1003288.7807041054","1003288.7807041054"
"3099","1002746.5825590516","1002746.5825590516","1002746.5825590516"
"3101","1003964.0794845733","1003964.0794845733","1003964.0794845733"
"3102","1004083.0052000682","1004083.0052000682","1004083.0052000682"
"3103","1003369.8732313943","1003369.8732313943","1003369.8732313943"
"3104","1002313.0369551572","1002313.0369551572","1002313.0369551572"
"3106","1000015.772762023","1000015.772762023","1000015.772762023"
"3112","1003435.279980058","1003435.279980058","1003435.279980058"
"3113","1001957.0787596458","1001957.0787596458","1001957.0787596458"
